,id,listing_url,scrape_id,last_scraped,source,name,description,neighborhood_overview,picture_url,host_id,host_url,host_name,host_since,host_location,host_about,host_response_time,host_response_rate,host_acceptance_rate,host_is_superhost,host_thumbnail_url,host_picture_url,host_neighbourhood,host_listings_count,host_total_listings_count,host_verifications,host_has_profile_pic,host_identity_verified,neighbourhood,neighbourhood_cleansed,neighbourhood_group_cleansed,latitude,longitude,property_type,room_type,accommodates,bathrooms,bathrooms_text,bedrooms,beds,amenities,price,minimum_nights,maximum_nights,minimum_minimum_nights,maximum_minimum_nights,minimum_maximum_nights,maximum_maximum_nights,minimum_nights_avg_ntm,maximum_nights_avg_ntm,calendar_updated,has_availability,availability_30,availability_60,availability_90,availability_365,calendar_last_scraped,number_of_reviews,number_of_reviews_ltm,number_of_reviews_l30d,first_review,last_review,review_scores_rating,review_scores_accuracy,review_scores_cleanliness,review_scores_checkin,review_scores_communication,review_scores_location,review_scores_value,license,instant_bookable,calculated_host_listings_count,calculated_host_listings_count_entire_homes,calculated_host_listings_count_private_rooms,calculated_host_listings_count_shared_rooms,reviews_per_month
15416,934173450647520618,https://www.airbnb.com/rooms/934173450647520618,20240925020907,2024-09-25,city scrape,Great location + facilities,"Discover a stunning new appartment in Ekkamai/Thong Lo area. This modern gem places you steps away from an array of trendy restaurants, chic shopping destinations, cozy coffee spots, and vibrant cocktail bars. Indulge in first-class amenities, including a spectacular 50m rooftop pool with panoramic views, a state-of-the-art gym, a stylish lounge, and an inviting billiards room. Embrace an unparalleled urban lifestyle where convenience and luxury are seamlessly combined, perfect for your stay!",,https://a0.muscache.com/pictures/miso/Hosting-934173450647520618/original/dccaf9c9-e742-463e-9927-e1872d712538.png,500703733,https://www.airbnb.com/users/show/500703733,Dirk,2023-02-12,"Bangkok, Thailand",,within a few hours,100%,85%,t,https://a0.muscache.com/im/pictures/user/01b30e73-2561-4383-bd9c-952389a46708.jpg?aki_policy=profile_small,https://a0.muscache.com/im/pictures/user/01b30e73-2561-4383-bd9c-952389a46708.jpg?aki_policy=profile_x_medium,,2,2,"['email', 'phone']",t,t,,Vadhana,,13.7337829,100.5869721,Entire rental unit,Entire home/apt,2,0.0,0 baths,1.0,1.0,"[""Gym"", ""Pool table"", ""Smoke alarm"", ""Dedicated workspace"", ""Hangers"", ""Room-darkening shades"", ""Hair dryer"", ""Refrigerator"", ""TV"", ""Exterior security cameras on property"", ""Air conditioning"", ""Wifi"", ""Bed linens"", ""Kitchen"", ""Host greets you"", ""Elevator"", ""Exercise equipment"", ""Free parking on premises"", ""Dishes and silverware"", ""Ethernet connection"", ""Shared hot tub"", ""Washer"", ""Shared pool"", ""Heating"", ""Housekeeping available from 9:00 AM to 6:00 PM - available at extra cost"", ""EV charger""]","$1,200.00",30,365,30,30,365,365,30.0,365.0,,t,0,0,22,259,2024-09-25,2,2,2,2024-09-02,2024-09-17,5.0,5.0,5.0,5.0,5.0,5.0,5.0,,f,2,2,0,0,2.0
15516,937384291182403831,https://www.airbnb.com/rooms/937384291182403831,20240925020907,2024-09-25,city scrape,"สุขุมวิท19/Btsอโศก เงียบสงบสะอาด,ชั้นสูง ใกล้ห้าง ,Park,Mrt","The place is in the heart of the city, clean, unobtr <br />Easy to get around. High security 24 hours.<br />Only 450 meters from BTS, MRT. <br />Near terminal21, Emquartier, emporium <br />Lots of restaurants around the place. Thai food, international food, and the place can get in and out. Two alleys are Soi 15 and 19.<br />The atmosphere is quiet, unobtrusive, with shady trees for relaxation, and there is a garden with a view of the city.","Near tourist area, club, bar, only 450 meters from MRT and BTS, and close to shopping malls, many restaurants, back to the property.",https://a0.muscache.com/pictures/aaeacac4-851b-4016-bada-1411ad581d20.jpg,155126386,https://www.airbnb.com/users/show/155126386,Thiwapon,2017-10-18,,,within an hour,100%,91%,t,https://a0.muscache.com/im/pictures/user/User-155126386/original/70e7c8ba-2198-4c81-9350-2e9331f676b7.jpeg?aki_policy=profile_small,https://a0.muscache.com/im/pictures/user/User-155126386/original/70e7c8ba-2198-4c81-9350-2e9331f676b7.jpeg?aki_policy=profile_x_medium,,3,3,"['email', 'phone']",t,t,"Watthana, Krung Thep Maha Nakhon, Thailand",Vadhana,,13.745413228304098,100.56126789139302,Private room in condo,Private room,2,0.5,Private half-bath,1.0,1.0,"[""Smoke alarm"", ""Dedicated workspace"", ""Hot water"", ""Hangers"", ""First aid kit"", ""Room-darkening shades"", ""Hair dryer"", ""Freezer"", ""Refrigerator"", ""Microwave"", ""TV"", ""Exterior security cameras on property"", ""Wine glasses"", ""Dining table"", ""Outdoor shower"", ""Air conditioning"", ""Wifi"", ""Bed linens"", ""Kitchen"", ""Host greets you"", ""Shampoo"", ""Long term stays allowed"", ""Exercise equipment"", ""Dishes and silverware"", ""Books and reading material"", ""Drying rack for clothing"", ""Cleaning available during stay"", ""Washer"", ""Garden view"", ""Shower gel"", ""Iron"", ""Bidet"", ""Shared pool"", ""Fire extinguisher"", ""Heating"", ""Cooking basics"", ""Body soap"", ""Essentials""]","$2,054.00",5,1125,1,2,1125,1125,1.6,1125.0,,t,6,6,6,6,2024-09-25,14,13,0,2023-09-15,2024-08-18,4.93,4.86,4.86,4.86,5.0,4.93,4.79,,t,3,0,3,0,1.11
15921,949092366483530223,https://www.airbnb.com/rooms/949092366483530223,20240925020907,2024-09-25,city scrape,"50-meter skypool and gym, zero distance  subway","The apartment has a beautiful swimming pool in the sky, close to the light rail subway, a perfect lounge, a double-decker gym in the sky, and first-class security facilities! Adjacent to Chulalongkorn University, Xuan Su University, Sirindhorn Royal Academy.",,https://a0.muscache.com/pictures/hosting/Hosting-949092366483530223/original/76a30abc-5da8-4add-b296-c76a5a0f27e7.jpeg,220893313,https://www.airbnb.com/users/show/220893313,无名氏,2018-10-16,"Bangkok, Thailand","Before you make order. Pls talking with me ，To make sure if room available at that time。it is very important :This is not a hotel, and all rents do not include electricity, water, and Internet fees..A deposit of 5,000 baht for electricity is required before check-in.when you checkout return back to you！If you wanna add new facial recognitions. must be made at least 30 days before the check-out date.",within an hour,100%,71%,t,https://a0.muscache.com/im/pictures/user/User-220893313/original/0eb0154e-c226-40e1-9bb4-a2a073cc5baa.jpeg?aki_policy=profile_small,https://a0.muscache.com/im/pictures/user/User-220893313/original/0eb0154e-c226-40e1-9bb4-a2a073cc5baa.jpeg?aki_policy=profile_x_medium,,87,90,['phone'],t,t,,Bang Phlat,,13.800896178306296,100.50836167280026,Entire rental unit,Entire home/apt,2,0.5,Half-bath,1.0,1.0,"[""TV"", ""Pool table"", ""Smoke alarm"", ""Dedicated workspace"", ""Washer"", ""BBQ grill"", ""Outdoor shower"", ""Air conditioning"", ""Wifi"", ""Outdoor dining area"", ""Free parking on premises"", ""Shared pool"", ""Kitchen"", ""Indoor fireplace"", ""Refrigerator"", ""Lake access"", ""Exercise equipment"", ""Dishes and silverware""]",$610.00,35,365,35,35,365,365,35.0,365.0,,t,29,59,89,269,2024-09-25,1,1,0,2024-03-03,2024-03-03,5.0,5.0,5.0,5.0,5.0,5.0,5.0,,f,87,87,0,0,0.14
16063,954883737462349973,https://www.airbnb.com/rooms/954883737462349973,20240925020907,2024-09-25,city scrape,Baan Suan Rim Klong Bang Ramat (Shared Bathroom)3,Relax in a peaceful and rare space,Inside Mondop Temple Ta Ling Chan,https://a0.muscache.com/pictures/miso/Hosting-888268037194793295/original/ed0f9303-9981-4f40-9777-70e678560ce5.jpeg,115890580,https://www.airbnb.com/users/show/115890580,Jirattikul,2017-02-11,"Bangkok, Thailand",I’m a huge fan of dogs and cats. I’m queer living with my girlfriend and have 2 daughters. I have 7 dogs and 8 cats. I adopt all my cats from the street and from home shelter for animals. Im easy going and loves watching all kinds of movies and series. Nice to meet you all and Welcome to my place everyone!,within an hour,100%,100%,t,https://a0.muscache.com/im/pictures/user/User-115890580/original/b73fadd3-d7eb-41a4-9edc-01203d6102c8.jpeg?aki_policy=profile_small,https://a0.muscache.com/im/pictures/user/User-115890580/original/b73fadd3-d7eb-41a4-9edc-01203d6102c8.jpeg?aki_policy=profile_x_medium,,8,10,"['email', 'phone']",t,t,"Khet Taling Chan, Krung Thep Maha Nakhon, Thailand",Taling Chan,,13.7716348,100.4493639,Private room in cabin,Private room,2,0.5,Shared half-bath,1.0,1.0,"[""Hot water"", ""Hot water kettle"", ""Hair dryer"", ""Kayak"", ""Refrigerator"", ""Pets allowed"", ""Air conditioning"", ""Wifi"", ""Outdoor dining area"", ""Bed linens"", ""Coffee"", ""Waterfront"", ""Smoking allowed"", ""Host greets you"", ""Boat slip"", ""Shampoo"", ""Long term stays allowed"", ""Dishes and silverware"", ""Sun loungers"", ""Cleaning available during stay"", ""Backyard"", ""Shower gel"", ""Hammock"", ""Bidet"", ""Mosquito net"", ""Lock on bedroom door"", ""Barbecue utensils"", ""Single level home"", ""TV with standard cable"", ""Outdoor furniture"", ""Body soap"", ""Essentials"", ""Bikes""]",$490.00,2,365,2,2,1125,1125,2.0,1125.0,,t,30,60,88,178,2024-09-25,19,19,2,2023-11-29,2024-09-09,5.0,5.0,5.0,4.89,5.0,4.84,5.0,,t,8,4,3,1,1.89
16201,960596620765250472,https://www.airbnb.com/rooms/960596620765250472,20240925020907,2024-09-25,city scrape,接机豪华高空花园健身房双泳池桑拿豪华公寓/市中双轨/BTSMRT+AsokNaNaSoicowby1,"My place is located in the heart of Bangkok It is the best place to stay for small tours <br /><br />First of all, the transportation is super convenient.<br />The apartment is located near BTS Asok and MRT Sukumit Transportation is very convenient BTS is within walking distance Attractions in Bangkok are very convenient such as Soi cow boy terminal 21 Nana bar street and all sides Buddha Siam shopping mall and central word and city attractions and shopping malls are very easy to reach <br /><br />The second apartment is a five-star large community community with two swimming pools, one on the 45th floor, the other on the 3rd floor, the aerial gym, the sauna, the relaxing garden, the study studio, and so on. <br /><br />The third<br />room is finely decorated. One bedroom, one living room, one kitchen. Beautiful and cozy. It has a TV, induction stove, refrigerator, microwave oven, washing machine, water heater, pot, bowl, knife, fork, chopsticks, coffee cup. It feels like home. <br /><",,https://a0.muscache.com/pictures/8274c04c-22e5-43d4-9929-214c74cefc9f.jpg,504092494,https://www.airbnb.com/users/show/504092494,Lucky,2023-03-06,"Bangkok, Thailand",Welcome to my place ,within an hour,100%,99%,t,https://a0.muscache.com/im/pictures/user/User-504092494/original/bd94b1e7-06f9-4dcf-9e34-be16ff36d72f.jpeg?aki_policy=profile_small,https://a0.muscache.com/im/pictures/user/User-504092494/original/bd94b1e7-06f9-4dcf-9e34-be16ff36d72f.jpeg?aki_policy=profile_x_medium,,20,25,"['email', 'phone']",t,t,,Vadhana,,13.74291,100.56013,Entire rental unit,Entire home/apt,2,0.5,Half-bath,1.0,1.0,"[""Pool table"", ""Smoke alarm"", ""Hot water"", ""Dedicated workspace"", ""Pool"", ""Hangers"", ""Hot water kettle"", ""Hair dryer"", ""Refrigerator"", ""Clothing storage"", ""Shared gym"", ""Microwave"", ""TV"", ""Outdoor shower"", ""Air conditioning"", ""Wifi"", ""Conditioner"", ""Kitchen"", ""Shampoo"", ""Elevator"", ""Exercise equipment"", ""Dishes and silverware"", ""Washer"", ""Shower gel"", ""Iron"", ""Fire extinguisher"", ""Cooking basics"", ""Essentials""]","$1,669.00",1,365,1,1,1125,1125,1.0,1125.0,,t,19,43,60,229,2024-09-25,50,45,2,2023-08-26,2024-09-16,4.84,4.82,4.9,4.88,4.94,4.96,4.72,,t,20,20,0,0,3.78
16215,961461859836455666,https://www.airbnb.com/rooms/961461859836455666,20240925020907,2024-09-25,city scrape,零距离地铁 amazing 空中泳池健身房,Relax in this unique and tranquil retreat.,,https://a0.muscache.com/pictures/f527ad6a-5db2-4677-8fb7-22f1706a7904.jpg,220893313,https://www.airbnb.com/users/show/220893313,无名氏,2018-10-16,"Bangkok, Thailand","Before you make order. Pls talking with me ，To make sure if room available at that time。it is very important :This is not a hotel, and all rents do not include electricity, water, and Internet fees..A deposit of 5,000 baht for electricity is required before check-in.when you checkout return back to you！If you wanna add new facial recognitions. must be made at least 30 days before the check-out date.",within an hour,100%,71%,t,https://a0.muscache.com/im/pictures/user/User-220893313/original/0eb0154e-c226-40e1-9bb4-a2a073cc5baa.jpeg?aki_policy=profile_small,https://a0.muscache.com/im/pictures/user/User-220893313/original/0eb0154e-c226-40e1-9bb4-a2a073cc5baa.jpeg?aki_policy=profile_x_medium,,87,90,['phone'],t,t,,Bang Phlat,,13.799237267745015,100.5042731823998,Entire rental unit,Entire home/apt,2,0.5,Half-bath,1.0,1.0,"[""TV"", ""Washer"", ""Air conditioning"", ""Kitchen"", ""Free parking on premises""]",$600.00,30,365,30,30,365,365,30.0,365.0,,t,29,59,89,269,2024-09-25,2,2,0,2023-12-17,2024-01-31,4.0,4.5,3.0,4.5,5.0,3.5,4.0,,f,87,87,0,0,0.21
16302,965631098340107613,https://www.airbnb.com/rooms/965631098340107613,20240925020907,2024-09-25,city scrape,Modern apt 5 min to Mrt Rama9,,rama 9 -Asoke,https://a0.muscache.com/pictures/miso/Hosting-965631098340107613/original/6d8de0c6-acbc-47f5-8bb5-f864072c4cf8.jpeg,533765504,https://www.airbnb.com/users/show/533765504,Judne,2023-08-25,"Bangkok, Thailand",ฉันรักการเดินทางท่องเที่ยวไปยังที่ต่างๆทั่วโลก และชอบพบผู้คนใหม่ๆ ฉันมีความสุขทุกครั้งที่ได้สื่อสารพูดคุยกับคนหลากหลาย ฉันเป็นคนชอบดูแลคนอื่น และรักความสะอาด ฉันหวังว่าห้องพักของฉันจะให้ประสบการณ์ที่ดีกับผู้เข้าพักทุกท่านที่มาพักกันฉัน เราสามารถพบเจอเพื่อนใหม่ เพื่อมิตรภาพที่ดี และเราจะได้พบกันอีกในครั้งต่อไป,within an hour,100%,100%,t,https://a0.muscache.com/im/pictures/user/User-533765504/original/60e25514-2507-4079-a469-b9524e914224.jpeg?aki_policy=profile_small,https://a0.muscache.com/im/pictures/user/User-533765504/original/60e25514-2507-4079-a469-b9524e914224.jpeg?aki_policy=profile_x_medium,,2,2,['phone'],t,t,"Krung Thep Maha Nakhon, Thailand",Huai Khwang,,13.75641,100.57505,Private room in rental unit,Private room,2,0.5,Private half-bath,1.0,1.0,"[""Pool table"", ""Smoke alarm"", ""Hot water"", ""Dedicated workspace"", ""Hangers"", ""Children\u2019s books and toys"", ""Room-darkening shades"", ""Shared gym in building"", ""Hot water kettle"", ""Hair dryer"", ""Freezer"", ""Refrigerator"", ""Children's playroom"", ""Microwave"", ""TV"", ""Electric stove"", ""Exterior security cameras on property"", ""Dryer \u2013\u00a0In unit"", ""Dining table"", ""Air conditioning"", ""Wifi"", ""Outdoor dining area"", ""Conditioner"", ""Bed linens"", ""Kitchen"", ""Movie theater"", ""Outdoor playground"", ""Shampoo"", ""Elevator"", ""Exercise equipment"", ""Laundromat nearby"", ""Long term stays allowed"", ""Dishes and silverware"", ""Books and reading material"", ""Free parking on premises"", ""Drying rack for clothing"", ""Ethernet connection"", ""Sun loungers"", ""Cleaning available during stay"", ""Washer"", ""Cleaning products"", ""Life size games"", ""Mini fridge"", ""Self check-in"", ""EV charger"", ""Shower gel"", ""Iron"", ""Shared pool"", ""Private living room"", ""Heating"", ""Cooking basics"", ""Private patio or balcony"", ""Clothing storage: wardrobe"", ""Outdoor furniture"", ""Smart lock"", ""Body soap"", ""Private entrance"", ""Essentials""]",$928.00,25,365,20,20,365,365,20.0,365.0,,t,5,5,23,256,2024-09-25,6,6,0,2024-01-30,2024-08-04,5.0,4.83,4.83,5.0,4.83,4.5,4.67,,f,2,1,1,0,0.75
16718,985295417468933546,https://www.airbnb.com/rooms/985295417468933546,20240925020907,2024-09-25,city scrape,Bualong House 2,The whole group will enjoy easy access to everything from this centrally located place.,,https://a0.muscache.com/pictures/10026165-a084-43eb-bc64-4fa93480ea73.jpg,514253582,https://www.airbnb.com/users/show/514253582,Bualong,2023-05-11,,,within an hour,100%,100%,t,https://a0.muscache.com/im/pictures/user/User-514253582/original/25c5f297-480e-4a3f-92fa-ca5b32f1a695.jpeg?aki_policy=profile_small,https://a0.muscache.com/im/pictures/user/User-514253582/original/25c5f297-480e-4a3f-92fa-ca5b32f1a695.jpeg?aki_policy=profile_x_medium,,3,3,"['email', 'phone']",t,t,,Vadhana,,13.739284182159428,100.5872966626854,Private room in rental unit,Private room,2,0.5,Private half-bath,1.0,1.0,"[""Dedicated workspace"", ""Hot water"", ""Hangers"", ""Extra pillows and blankets"", ""Toaster"", ""Hot water kettle"", ""Hair dryer"", ""Freezer"", ""Refrigerator"", ""Patio or balcony"", ""Microwave"", ""Luggage dropoff allowed"", ""Exterior security cameras on property"", ""Wine glasses"", ""Dining table"", ""Air conditioning"", ""Stove"", ""Wifi"", ""Bed linens"", ""Kitchen"", ""Smoking allowed"", ""Host greets you"", ""Shampoo"", ""Elevator"", ""Laundromat nearby"", ""Oven"", ""Long term stays allowed"", ""Dishes and silverware"", ""Books and reading material"", ""Free parking on premises"", ""Drying rack for clothing"", ""Ethernet connection"", ""Cleaning available during stay"", ""Washer"", ""Mini fridge"", ""Backyard"", ""Shower gel"", ""Iron"", ""Bidet"", ""Shared pool"", ""Fire extinguisher"", ""Heating"", ""Lock on bedroom door"", ""Cooking basics"", ""Clothing storage: wardrobe"", ""Essentials""]",$664.00,1,1125,1,1,1125,1125,1.0,1125.0,,t,0,0,0,8,2024-09-25,24,24,1,2023-10-05,2024-08-30,4.79,4.71,4.67,4.83,4.92,4.46,4.71,,f,3,0,3,0,2.02
16807,988836032246176882,https://www.airbnb.com/rooms/988836032246176882,20240925020907,2024-09-25,city scrape,amazing skypool and gym Quiet river water,"Infinity Sky Pool, Perfect!The subway blue line is nearby, 50 meters away.Amazing river view is just around the corner.The infinity sky pool is perfect! It is adjacent to the blue line of the subway and can be reached within 50 meters. Stunning river views are within reach.",,https://a0.muscache.com/pictures/hosting/Hosting-988836032246176882/original/9e080653-8091-408d-81c0-5cb0b344d05d.jpeg,220893313,https://www.airbnb.com/users/show/220893313,无名氏,2018-10-16,"Bangkok, Thailand","Before you make order. Pls talking with me ，To make sure if room available at that time。it is very important :This is not a hotel, and all rents do not include electricity, water, and Internet fees..A deposit of 5,000 baht for electricity is required before check-in.when you checkout return back to you！If you wanna add new facial recognitions. must be made at least 30 days before the check-out date.",within an hour,100%,71%,t,https://a0.muscache.com/im/pictures/user/User-220893313/original/0eb0154e-c226-40e1-9bb4-a2a073cc5baa.jpeg?aki_policy=profile_small,https://a0.muscache.com/im/pictures/user/User-220893313/original/0eb0154e-c226-40e1-9bb4-a2a073cc5baa.jpeg?aki_policy=profile_x_medium,,87,90,['phone'],t,t,,Bang Phlat,,13.79797,100.50413,Entire rental unit,Entire home/apt,2,0.5,Half-bath,1.0,1.0,"[""Pool table"", ""Smoke alarm"", ""Hot water"", ""Dedicated workspace"", ""Pool"", ""Hangers"", ""Extra pillows and blankets"", ""Children\u2019s books and toys"", ""Room-darkening shades"", ""Shared gym in building"", ""Hot water kettle"", ""Hair dryer"", ""Refrigerator"", ""Canal view"", ""Microwave"", ""TV"", ""Luggage dropoff allowed"", ""Dining table"", ""Pool view"", ""Outdoor shower"", ""Air conditioning"", ""Wifi"", ""Outdoor dining area"", ""Induction stove"", ""Kitchen"", ""Outdoor playground"", ""Lake access"", ""Elevator"", ""Exercise equipment"", ""Dishes and silverware"", ""Free parking on premises"", ""Cleaning available during stay"", ""Washer"", ""City skyline view"", ""Garden view"", ""Shared backyard \u2013 Fully fenced"", ""Lake view"", ""Clothing storage: wardrobe"", ""Courtyard view""]",$580.00,30,365,30,30,365,365,30.0,365.0,,t,0,4,14,163,2024-09-25,5,5,1,2024-01-09,2024-09-02,4.8,5.0,4.4,5.0,5.0,4.6,4.8,,f,87,87,0,0,0.57
17305,1014349196044873122,https://www.airbnb.com/rooms/1014349196044873122,20240925020907,2024-09-25,city scrape,Boss Room 2 in Bang Khun Non,"""$1 Airbnb in BANGKOK, THAILAND! What a place! ""<br />(Mikkel) -For this room<br /><br />""Duermo en el Hotel más Barato del Mundo 0.25€/Noche""<br />(portilo)<br /><br />""OMG!! 1$💸 (33 THB)😲🤯 hotel per night [exists!! in Thailand]""<br />(JK)<br /><br />""Homesteading 4 THB in Bangkok! The room was better than expected + + ""<br />(Ajumma Nammy)<br /><br />""Noc w Najtańszym Hotelu Na Świecie! * zły pomysł *""<br />(Jawor)<br /><br />""Ten Primary Rental | One to Million EP.30 | One News Agency""<br />(Channel One News)<br /><br />It's the name of the clip on Youtube<br />Watch this clip before coming.","Next to the MRT subway, close to Makro.<br />Close to Pinklao Department Store Close to Pata mall<br />There are many ice cream shops, coffee shops, cafes, and food shops in my area. You must be fat. If you live in my place.<br /><br />There are 2 7-Eleven branches.<br />Near to the noodle shop<br />Next to the Srisudaram temple <br />There is a high level of privacy despite being in the heart of the city.",https://a0.muscache.com/pictures/hosting/Hosting-1014349196044873122/original/aa79aedd-7a69-4892-8811-ec400d8408e2.jpeg,39088586,https://www.airbnb.com/users/show/39088586,Supoj,2015-07-21,"Bangkok Noi, Thailand","My dream world 
No matter where you are born in the world, you can have the opportunity in life to become the richest person in the world or be the president.",within an hour,100%,89%,t,https://a0.muscache.com/im/pictures/user/User/original/42969ff3-ae95-4086-8cba-c601c94b0c1b.jpeg?aki_policy=profile_small,https://a0.muscache.com/im/pictures/user/User/original/42969ff3-ae95-4086-8cba-c601c94b0c1b.jpeg?aki_policy=profile_x_medium,,6,32,"['email', 'phone']",t,t,"Bang Kok Noi, Bangkok, Thailand",Bangkok Noi,,13.767136,100.471996,Private room in home,Private room,2,0.5,Half-bath,1.0,1.0,"[""Lock on bedroom door"", ""Board games"", ""Luggage dropoff allowed"", ""Hangers"", ""City skyline view"", ""Fast wifi \u2013 94 Mbps"", ""Shower gel"", ""Smoking allowed"", ""Long term stays allowed"", ""Private entrance"", ""Host greets you"", ""Shampoo"", ""Essentials"", ""General body soap""]",$83.00,1,730,1,1,1125,1125,1.0,1125.0,,t,3,28,51,305,2024-09-25,27,27,1,2023-11-16,2024-09-12,4.93,4.93,4.85,4.85,5.0,4.96,5.0,,f,6,0,6,0,2.57
17309,1014736716576692554,https://www.airbnb.com/rooms/1014736716576692554,20240925020907,2024-09-25,city scrape,Boss room1 in Bang Khun Non,"""$1 Airbnb in BANGKOK, THAILAND! What a place! ""<br />(Mikkel) -For this room<br /><br />""Duermo en el Hotel más Barato del Mundo 0.25€/Noche""<br />(portilo)<br /><br />""OMG!! 1$💸 (33 THB)😲🤯 hotel per night [exists!! in Thailand]""<br />(JK)<br /><br />""Homesteading 4 THB in Bangkok! The room was better than expected + + ""<br />(Ajumma Nammy)<br /><br />""Noc w Najtańszym Hotelu Na Świecie! * zły pomysł *""<br />(Jawor)<br /><br />""Ten Primary Rental | One to Million EP.30 | One News Agency""<br />(Channel One News)<br /><br />It's the name of the clip on Youtube<br />Watch this clip before coming.","Next to the MRT subway, close to Makro.<br />Close to Pinklao Department Store Close to Pata mall<br />There are many ice cream shops, coffee shops, cafes, and food shops in my area. You must be fat. If you live in my place.<br /><br />There are 2 7-Eleven branches.<br />Near to the noodle shop<br />Next to the Srisudaram temple <br />There is a high level of privacy despite being in the heart of the city.",https://a0.muscache.com/pictures/hosting/Hosting-U3RheVN1cHBseUxpc3Rpbmc6MTAxNDczNjcxNjU3NjY5MjU1NA%3D%3D/original/571d1d2a-b0c4-4852-82e0-691d994fefe6.png,39088586,https://www.airbnb.com/users/show/39088586,Supoj,2015-07-21,"Bangkok Noi, Thailand","My dream world 
No matter where you are born in the world, you can have the opportunity in life to become the richest person in the world or be the president.",within an hour,100%,89%,t,https://a0.muscache.com/im/pictures/user/User/original/42969ff3-ae95-4086-8cba-c601c94b0c1b.jpeg?aki_policy=profile_small,https://a0.muscache.com/im/pictures/user/User/original/42969ff3-ae95-4086-8cba-c601c94b0c1b.jpeg?aki_policy=profile_x_medium,,6,32,"['email', 'phone']",t,t,"Khet Bangkok Noi, Krung Thep Maha Nakhon, Thailand",Bangkok Noi,,13.76699993130693,100.47191301454828,Private room in home,Private room,2,0.5,Shared half-bath,1.0,1.0,"[""Fast wifi \u2013 100 Mbps"", ""Luggage dropoff allowed"", ""Board games"", ""Hangers"", ""Bed linens"", ""Garden view"", ""Body soap"", ""Shower gel"", ""Smoking allowed"", ""Host greets you"", ""Private entrance"", ""Pets allowed"", ""Shampoo"", ""Long term stays allowed""]",$155.00,1,730,1,1,730,730,1.0,730.0,,t,0,0,5,249,2024-09-25,8,8,0,2023-11-06,2024-05-31,5.0,5.0,5.0,5.0,5.0,5.0,5.0,,f,6,0,6,0,0.74
17346,1016433340121452388,https://www.airbnb.com/rooms/1016433340121452388,20240925020907,2024-09-25,city scrape,Boss room3 in Bang Khun Non,"""$1 Airbnb in BANGKOK, THAILAND! What a place! ""<br />(Mikkel) -For this room<br /><br />""Duermo en el Hotel más Barato del Mundo 0.25€/Noche""<br />(portilo)<br /><br />""OMG!! 1$💸 (33 THB)😲🤯 hotel per night [exists!! in Thailand]""<br />(JK)<br /><br />""Homesteading 4 THB in Bangkok! The room was better than expected + + ""<br />(Ajumma Nammy)<br /><br />""Noc w Najtańszym Hotelu Na Świecie! * zły pomysł *""<br />(Jawor)<br /><br />""Ten Primary Rental | One to Million EP.30 | One News Agency""<br />(Channel One News)<br /><br />It's the name of the clip on Youtube<br />Watch this clip before coming.","Next to the MRT subway, close to Makro.<br />Close to Pinklao Department Store Close to Pata mall<br />There are many ice cream shops, coffee shops, cafes, and food shops in my area. You must be fat. If you live in my place.<br /><br />There are 2 7-Eleven branches.<br />Near to the noodle shop<br />Next to the Srisudaram temple<br />There is a high level of privacy despite being in the heart of the city.",https://a0.muscache.com/pictures/hosting/Hosting-U3RheVN1cHBseUxpc3Rpbmc6MTAxNjQzMzM0MDEyMTQ1MjM4OA%3D%3D/original/61d0cffc-8771-47be-b89f-98be4c8e6315.jpeg,39088586,https://www.airbnb.com/users/show/39088586,Supoj,2015-07-21,"Bangkok Noi, Thailand","My dream world 
No matter where you are born in the world, you can have the opportunity in life to become the richest person in the world or be the president.",within an hour,100%,89%,t,https://a0.muscache.com/im/pictures/user/User/original/42969ff3-ae95-4086-8cba-c601c94b0c1b.jpeg?aki_policy=profile_small,https://a0.muscache.com/im/pictures/user/User/original/42969ff3-ae95-4086-8cba-c601c94b0c1b.jpeg?aki_policy=profile_x_medium,,6,32,"['email', 'phone']",t,t,"Khet Bangkok Noi, Krung Thep Maha Nakhon, Thailand",Bangkok Noi,,13.767008904194482,100.47189448318936,Private room in home,Private room,2,0.5,Shared half-bath,1.0,1.0,"[""Fast wifi \u2013 100 Mbps"", ""Free street parking"", ""Lock on bedroom door"", ""Board games"", ""Luggage dropoff allowed"", ""Hangers"", ""City skyline view"", ""Body soap"", ""EV charger"", ""Shower gel"", ""Smoking allowed"", ""Long term stays allowed"", ""Private entrance"", ""Pets allowed"", ""Shampoo"", ""Essentials"", ""Host greets you"", ""Exercise equipment: free weights""]",$100.00,1,730,1,1,730,730,1.0,730.0,,t,0,0,0,0,2024-09-25,22,22,1,2023-11-25,2024-09-01,4.95,4.91,4.64,4.95,4.91,4.82,4.95,,t,6,0,6,0,2.16
